,codigo,sintomas
687,B45,"
Lung: Cough, difficulty breathing, chest pain and fever.[5]
Brain: Headache, fever, neck pain, nausea, vomiting, light sensitivity, confusion, change in behaviour.[5]
Skin: Nodules with dead tissue.[6]
"
688,B45.0,Sintomas no encontrados
689,B45.1,Sintomas no encontrados
690,B45.2,"
Lung: Cough, difficulty breathing, chest pain and fever.[5]
Brain: Headache, fever, neck pain, nausea, vomiting, light sensitivity, confusion, change in behaviour.[5]
Skin: Nodules with dead tissue.[6]
"
691,B45.3,Sintomas no encontrados
692,B45.7,Sintomas no encontrados
693,B45.8,Sintomas no encontrados
694,B45.9,Sintomas no encontrados
695,B46,Sintomas no encontrados
696,B46.0,Sintomas no encontrados
697,B46.1,"Depends on location: runny nose, black area of skin, facial swelling, headache, fever, cough, blurred vision[5][6]"
698,B46.2,Sintomas no encontrados
699,B46.3,"Depends on location: runny nose, black area of skin, facial swelling, headache, fever, cough, blurred vision[5][6]"
700,B46.4,Sintomas no encontrados
701,B46.5,Sintomas no encontrados
702,B46.8,Sintomas no encontrados
703,B46.9,Sintomas no encontrados
704,B47,"Triad: painless firm skin lump, multiple weeping sinuses, grainy discharge[1]"
705,B47.0,"Swelling, weeping pus filled sinuses, deformity.[3]"
706,B47.1,Sintomas no encontrados
707,B47.9,Sintomas no encontrados
708,B48,Sintomas no encontrados
709,B48.0,Sintomas no encontrados
710,B48.1,Sintomas no encontrados
711,B48.2,Sintomas no encontrados
712,B48.3,Sintomas no encontrados
713,B48.4,"skin lesions, fever, anaemia, large lymph glands,large liver.[2] Sometimes none.[4]"
714,B48.5,"
Lungs: Cough, difficulty breathing, fever.[4]
Disseminated: Depends on affected organ[5]
Skin: Lump or fluid in ear[6]
"
715,B48.7,Sintomas no encontrados
716,B48.8,Sintomas no encontrados
717,B49,Sintomas no encontrados
718,B50,Sintomas no encontrados
719,B50.0,Sintomas no encontrados
720,B50.8,Sintomas no encontrados
721,B50.9,Sintomas no encontrados
722,B51,Sintomas no encontrados
723,B51.0,Sintomas no encontrados
724,B51.8,Sintomas no encontrados
725,B51.9,Sintomas no encontrados
726,B52,Sintomas no encontrados
727,B52.0,Sintomas no encontrados
728,B52.8,Sintomas no encontrados
729,B52.9,Sintomas no encontrados
730,B53,Sintomas no encontrados
731,B53.0,Sintomas no encontrados
732,B53.1,Sintomas no encontrados
733,B53.8,Sintomas no encontrados
734,B54,Sintomas no encontrados
735,B55,"Skin ulcers, fever, low red blood cells, enlarged liver[2][3]"
736,B55.0,Sintomas no encontrados
737,B55.1,Sintomas no encontrados
738,B55.2,"Skin ulcers, fever, low red blood cells, enlarged liver[2][3]"
739,B55.9,Sintomas no encontrados
740,B56,"Stage 1: Fevers, headaches, itchiness, joint pains[1]Stage 2: Trouble sleeping, confusion, poor coordination[2][1]"
741,B56.0,Sintomas no encontrados
742,B56.1,Sintomas no encontrados
743,B56.9,Sintomas no encontrados
744,B57,"Fever, large lymph nodes, headache[1]"
745,B57.0,Sintomas no encontrados
746,B57.1,Sintomas no encontrados
747,B57.2,Sintomas no encontrados
748,B57.3,Sintomas no encontrados
749,B57.4,Sintomas no encontrados
750,B57.5,Sintomas no encontrados
751,B58,"Often none, during pregnancy (birth defects)[1][2]"
752,B58.0,Sintomas no encontrados
753,B58.1,Sintomas no encontrados
754,B58.2,Sintomas no encontrados
755,B58.3,Sintomas no encontrados
756,B58.8,Sintomas no encontrados
757,B58.9,Sintomas no encontrados
758,B60,Sintomas no encontrados
759,B60.0,"fever, chills, headache, fatigue[1]"
760,B60.1,Sintomas no encontrados
761,B60.2,"Fever, vomiting, stiff neck, seizures, poor coordination, confusion"
762,B60.8,Sintomas no encontrados
763,B64,Sintomas no encontrados
764,B65,Sintomas no encontrados
765,B65.0,Sintomas no encontrados
766,B65.1,Sintomas no encontrados
767,B65.2,Sintomas no encontrados
768,B65.3,Sintomas no encontrados
769,B65.8,Sintomas no encontrados
770,B65.9,Sintomas no encontrados
771,B66,Sintomas no encontrados
772,B66.0,Sintomas no encontrados
773,B66.1,Sintomas no encontrados
774,B66.2,Sintomas no encontrados
775,B66.3,"Abdominal pain, nausea, yellow skin"
776,B66.4,"Fever, malaise, cough, chest pain[1]"
777,B66.5,Sintomas no encontrados
778,B66.8,Sintomas no encontrados
779,B66.9,Sintomas no encontrados
780,B67,Variable[1]
781,B67.0,Sintomas no encontrados
782,B67.1,Sintomas no encontrados
783,B67.2,Sintomas no encontrados
784,B67.3,Sintomas no encontrados
785,B67.4,Sintomas no encontrados
786,B67.5,Sintomas no encontrados
787,B67.6,Sintomas no encontrados
788,B67.7,Sintomas no encontrados
789,B67.8,Sintomas no encontrados
790,B67.9,Sintomas no encontrados
791,B68,"None, weight loss, abdominal pain[1]"
792,B68.0,Sintomas no encontrados
793,B68.1,Sintomas no encontrados
794,B68.9,Sintomas no encontrados
795,B69,1–2 cm lumps under the skin[1]
796,B69.0,Sintomas no encontrados
797,B69.1,Sintomas no encontrados
798,B69.8,Sintomas no encontrados
799,B69.9,Sintomas no encontrados
800,B70,Sintomas no encontrados
801,B70.0,Sintomas no encontrados
802,B70.1,Sintomas no encontrados
803,B71,Sintomas no encontrados
804,B71.0,Sintomas no encontrados
805,B71.1,Sintomas no encontrados
806,B71.8,Sintomas no encontrados
807,B71.9,Sintomas no encontrados
808,B72,Painful blister that a white worm crawls out of
809,B73,"Itching, bumps under the skin, blindness[1]"
810,B74,Sintomas no encontrados
811,B74.0,Sintomas no encontrados
812,B74.1,Sintomas no encontrados
813,B74.2,Sintomas no encontrados
814,B74.3,Sintomas no encontrados
815,B74.4,Sintomas no encontrados
816,B74.8,Sintomas no encontrados
817,B74.9,Sintomas no encontrados
818,B75,"Initially: diarrhea, abdominal pain, vomiting[1]Later: swelling of the face, inflammation of the whites of the eyes, fever, muscle pains, rash[1]"
819,B76,"Itchiness, localized rash, abdominal pain, diarrhea[1]"
820,B76.0,Sintomas no encontrados
821,B76.1,Sintomas no encontrados
822,B76.8,Sintomas no encontrados
823,B76.9,Sintomas no encontrados
824,B77,"Abdominal swelling, abdominal pain, diarrhea, shortness of breath[1]"
825,B77.0,Sintomas no encontrados
826,B77.8,Sintomas no encontrados
827,B77.9,Sintomas no encontrados
828,B78,"abdominal pain, diarrhea, weight loss, itching and rash"
829,B78.0,Sintomas no encontrados
830,B78.1,Sintomas no encontrados
831,B78.7,"abdominal pain, diarrhea, weight loss, itching and rash"
832,B78.9,Sintomas no encontrados
833,B79,"Abdominal pain, tiredness, diarrhea[1]"
834,B80,Itchy anal area[1]
835,B81,Sintomas no encontrados
836,B81.0,Sintomas no encontrados
837,B81.1,Sintomas no encontrados
838,B81.2,Sintomas no encontrados
839,B81.3,Sintomas no encontrados
840,B81.4,Sintomas no encontrados
841,B81.8,Sintomas no encontrados
842,B82,Sintomas no encontrados
843,B82.0,Sintomas no encontrados
844,B82.9,Sintomas no encontrados
845,B83,Sintomas no encontrados
846,B83.0,Sintomas no encontrados
847,B83.1,Sintomas no encontrados
848,B83.2,Sintomas no encontrados
849,B83.3,Sintomas no encontrados
850,B83.4,Sintomas no encontrados
851,B83.8,Sintomas no encontrados
852,B83.9,Sintomas no encontrados
853,B85,Sintomas no encontrados
854,B85.0,Sintomas no encontrados
855,B85.1,Sintomas no encontrados
856,B85.2,Sintomas no encontrados
857,B85.3,"Itch, scratch marks, grey-blue marks, visible lice and nits"
858,B85.4,Sintomas no encontrados
859,B86,"itchiness, pimple-like rash[2]"
860,B87,Sintomas no encontrados
861,B87.0,Sintomas no encontrados
862,B87.1,Sintomas no encontrados
863,B87.2,Sintomas no encontrados
864,B87.3,Sintomas no encontrados
865,B87.4,Sintomas no encontrados
866,B87.8,Sintomas no encontrados
867,B87.9,Sintomas no encontrados
868,B88,Sintomas no encontrados
869,B88.0,Sintomas no encontrados
870,B88.1,Sintomas no encontrados
871,B88.2,Sintomas no encontrados
872,B88.3,Sintomas no encontrados
873,B88.8,Sintomas no encontrados
874,B88.9,Sintomas no encontrados
875,B89,Sintomas no encontrados
876,B90,Sintomas no encontrados
877,B90.0,Sintomas no encontrados
878,B90.1,Sintomas no encontrados
879,B90.2,Sintomas no encontrados
880,B90.8,Sintomas no encontrados
881,B90.9,Sintomas no encontrados
882,B91,Sintomas no encontrados
883,B92,Sintomas no encontrados
884,B94,Sintomas no encontrados
885,B94.0,Sintomas no encontrados
886,B94.1,Sintomas no encontrados
887,B94.2,Sintomas no encontrados
888,B94.8,Sintomas no encontrados
889,B94.9,Sintomas no encontrados
890,B95,Sintomas no encontrados
891,B95.0,Sintomas no encontrados
892,B95.1,Sintomas no encontrados
893,B95.2,Sintomas no encontrados
894,B95.3,Sintomas no encontrados
895,B95.4,Sintomas no encontrados
896,B95.5,Sintomas no encontrados
897,B95.6,Sintomas no encontrados
898,B95.7,Sintomas no encontrados
899,B95.8,Sintomas no encontrados
900,B96,Sintomas no encontrados
901,B96.0,Sintomas no encontrados
902,B96.1,Sintomas no encontrados
903,B96.2,Sintomas no encontrados
904,B96.3,Sintomas no encontrados
905,B96.4,Sintomas no encontrados
906,B96.5,Sintomas no encontrados
907,B96.6,Sintomas no encontrados
908,B96.7,Sintomas no encontrados
909,B96.8,Sintomas no encontrados
910,B97,Sintomas no encontrados
911,B97.0,Sintomas no encontrados
912,B97.1,Sintomas no encontrados
913,B97.2,Sintomas no encontrados
914,B97.3,Sintomas no encontrados
915,B97.4,Sintomas no encontrados
916,B97.5,Sintomas no encontrados
917,B97.6,Sintomas no encontrados
918,B97.7,Sintomas no encontrados
919,B97.8,Sintomas no encontrados
920,B98,Sintomas no encontrados
921,B98.0,Sintomas no encontrados
922,B98.1,Sintomas no encontrados
923,B99,Sintomas no encontrados
924,C00,Sintomas no encontrados
925,C00.0,Sintomas no encontrados
926,C00.1,Sintomas no encontrados
927,C00.2,Sintomas no encontrados
928,C00.3,Sintomas no encontrados
929,C00.4,Sintomas no encontrados
930,C00.5,Sintomas no encontrados
931,C00.6,Sintomas no encontrados
932,C00.8,Sintomas no encontrados
933,C00.9,Sintomas no encontrados
934,C01,Sintomas no encontrados
935,C02,Sintomas no encontrados
936,C02.0,Sintomas no encontrados
937,C02.1,Sintomas no encontrados
938,C02.2,Sintomas no encontrados
939,C02.3,Sintomas no encontrados
940,C02.4,Sintomas no encontrados
941,C02.8,Sintomas no encontrados
942,C02.9,Sintomas no encontrados
943,C03,Sintomas no encontrados
944,C03.0,Sintomas no encontrados
945,C03.1,Sintomas no encontrados
946,C03.9,Sintomas no encontrados
947,C04,Sintomas no encontrados
948,C04.0,Sintomas no encontrados
949,C04.1,Sintomas no encontrados
950,C04.8,Sintomas no encontrados
951,C04.9,Sintomas no encontrados
952,C05,Sintomas no encontrados
953,C05.0,Sintomas no encontrados
954,C05.1,Sintomas no encontrados
955,C05.2,Sintomas no encontrados
956,C05.8,Sintomas no encontrados
957,C05.9,Sintomas no encontrados
958,C06,Sintomas no encontrados
959,C06.0,Sintomas no encontrados
960,C06.1,Sintomas no encontrados
961,C06.2,Sintomas no encontrados
962,C06.8,Sintomas no encontrados
963,C06.9,Sintomas no encontrados
964,C07,Sintomas no encontrados
965,C08,Sintomas no encontrados
966,C08.0,Sintomas no encontrados
967,C08.1,Sintomas no encontrados
968,C08.8,Sintomas no encontrados
969,C08.9,Sintomas no encontrados
970,C09,Sintomas no encontrados
971,C09.0,Sintomas no encontrados
972,C09.1,Sintomas no encontrados
973,C09.8,Sintomas no encontrados
974,C09.9,Sintomas no encontrados
975,C10,Sintomas no encontrados
976,C10.0,Sintomas no encontrados
977,C10.1,Sintomas no encontrados
978,C10.2,Sintomas no encontrados
979,C10.3,Sintomas no encontrados
980,C10.4,Sintomas no encontrados
981,C10.8,Sintomas no encontrados
982,C10.9,Sintomas no encontrados
983,C11,Sintomas no encontrados
984,C11.0,Sintomas no encontrados
985,C11.1,Sintomas no encontrados
986,C11.2,Sintomas no encontrados
987,C11.3,Sintomas no encontrados
988,C11.8,Sintomas no encontrados
989,C11.9,Sintomas no encontrados
990,C12,Sintomas no encontrados
991,C13,Sintomas no encontrados
992,C13.0,Sintomas no encontrados
993,C13.1,Sintomas no encontrados
994,C13.2,Sintomas no encontrados
995,C13.8,Sintomas no encontrados
996,C13.9,Sintomas no encontrados
997,C14,Sintomas no encontrados
998,C14.0,Sintomas no encontrados
999,C14.2,Sintomas no encontrados
1000,C14.8,Sintomas no encontrados
1001,C15,Sintomas no encontrados
1002,C15.0,Sintomas no encontrados
1003,C15.1,Sintomas no encontrados
1004,C15.2,Sintomas no encontrados
1005,C15.3,Sintomas no encontrados
1006,C15.4,Sintomas no encontrados
1007,C15.5,Sintomas no encontrados
1008,C15.8,Sintomas no encontrados
1009,C15.9,Sintomas no encontrados
1010,C16,Sintomas no encontrados
1011,C16.0,Sintomas no encontrados
1012,C16.1,Sintomas no encontrados
1013,C16.2,Sintomas no encontrados
1014,C16.3,Sintomas no encontrados
1015,C16.4,Sintomas no encontrados
1016,C16.5,Sintomas no encontrados
1017,C16.6,Sintomas no encontrados
1018,C16.8,Sintomas no encontrados
1019,C16.9,Sintomas no encontrados
1020,C17,Sintomas no encontrados
1021,C17.0,Sintomas no encontrados
1022,C17.1,Sintomas no encontrados
1023,C17.2,Sintomas no encontrados
1024,C17.3,Sintomas no encontrados
1025,C17.8,Sintomas no encontrados
1026,C17.9,Sintomas no encontrados
1027,C18,Sintomas no encontrados
1028,C18.0,Sintomas no encontrados
1029,C18.1,Sintomas no encontrados
1030,C18.2,Sintomas no encontrados
1031,C18.3,Sintomas no encontrados
1032,C18.4,Sintomas no encontrados
1033,C18.5,Sintomas no encontrados
1034,C18.6,Sintomas no encontrados
1035,C18.7,Sintomas no encontrados
1036,C18.8,Sintomas no encontrados
1037,C18.9,Sintomas no encontrados
1038,C19,Sintomas no encontrados
1039,C20,Sintomas no encontrados
1040,C21,Sintomas no encontrados
1041,C21.0,Sintomas no encontrados
1042,C21.1,Sintomas no encontrados
1043,C21.2,Sintomas no encontrados
1044,C21.8,Sintomas no encontrados
1045,C22,Sintomas no encontrados
1046,C22.0,Sintomas no encontrados
1047,C22.1,Sintomas no encontrados
1048,C22.2,Sintomas no encontrados
1049,C22.3,Sintomas no encontrados
1050,C22.4,Sintomas no encontrados
1051,C22.7,Sintomas no encontrados
1052,C22.9,Sintomas no encontrados
1053,C23,Sintomas no encontrados
1054,C24,Sintomas no encontrados
1055,C24.0,Sintomas no encontrados
1056,C24.1,Sintomas no encontrados
1057,C24.8,Sintomas no encontrados
1058,C24.9,Sintomas no encontrados
1059,C25,Sintomas no encontrados
1060,C25.0,Sintomas no encontrados
1061,C25.1,Sintomas no encontrados
1062,C25.2,Sintomas no encontrados
1063,C25.3,Sintomas no encontrados
1064,C25.4,Sintomas no encontrados
1065,C25.7,Sintomas no encontrados
1066,C25.8,Sintomas no encontrados
1067,C25.9,Sintomas no encontrados
1068,C26,Sintomas no encontrados
1069,C26.0,Sintomas no encontrados
1070,C26.1,Sintomas no encontrados
1071,C26.8,Sintomas no encontrados
1072,C26.9,Sintomas no encontrados
1073,C30,Sintomas no encontrados
1074,C30.0,Sintomas no encontrados
1075,C30.1,Sintomas no encontrados
1076,C31,Sintomas no encontrados
1077,C31.0,Sintomas no encontrados
1078,C31.1,Sintomas no encontrados
1079,C31.2,Sintomas no encontrados
1080,C31.3,Sintomas no encontrados
1081,C31.8,Sintomas no encontrados
1082,C31.9,Sintomas no encontrados
1083,C32,Sintomas no encontrados
1084,C32.0,Sintomas no encontrados
1085,C32.1,Sintomas no encontrados
1086,C32.2,Sintomas no encontrados
1087,C32.3,Sintomas no encontrados
1088,C32.8,Sintomas no encontrados
1089,C32.9,Sintomas no encontrados
1090,C33,Sintomas no encontrados
1091,C34,Sintomas no encontrados
1092,C34.0,Sintomas no encontrados
1093,C34.1,Sintomas no encontrados
1094,C34.2,Sintomas no encontrados
1095,C34.3,Sintomas no encontrados
1096,C34.8,Sintomas no encontrados
1097,C34.9,Sintomas no encontrados
1098,C37,Sintomas no encontrados
1099,C38,Sintomas no encontrados
1100,C38.0,Sintomas no encontrados
1101,C38.1,Sintomas no encontrados
1102,C38.2,Sintomas no encontrados
1103,C38.3,Sintomas no encontrados
1104,C38.4,Sintomas no encontrados
1105,C38.8,Sintomas no encontrados
1106,C39,Sintomas no encontrados
1107,C39.0,Sintomas no encontrados
1108,C39.8,Sintomas no encontrados
1109,C39.9,Sintomas no encontrados
1110,C40,Sintomas no encontrados
1111,C40.0,Sintomas no encontrados
1112,C40.1,Sintomas no encontrados
1113,C40.2,Sintomas no encontrados
1114,C40.3,Sintomas no encontrados
1115,C40.8,Sintomas no encontrados
1116,C40.9,Sintomas no encontrados
1117,C41,Sintomas no encontrados
1118,C41.0,Sintomas no encontrados
1119,C41.1,Sintomas no encontrados
1120,C41.2,Sintomas no encontrados
1121,C41.3,Sintomas no encontrados
1122,C41.4,Sintomas no encontrados
1123,C41.8,Sintomas no encontrados
1124,C41.9,Sintomas no encontrados
1125,C43,Sintomas no encontrados
1126,C43.0,Sintomas no encontrados
1127,C43.1,Sintomas no encontrados
1128,C43.2,Sintomas no encontrados
1129,C43.3,Sintomas no encontrados
1130,C43.4,Sintomas no encontrados
1131,C43.5,Sintomas no encontrados
1132,C43.6,Sintomas no encontrados
1133,C43.7,Sintomas no encontrados
1134,C43.8,Sintomas no encontrados
1135,C43.9,Sintomas no encontrados
1136,C44,Sintomas no encontrados
1137,C44.0,Sintomas no encontrados
1138,C44.1,Sintomas no encontrados
1139,C44.2,Sintomas no encontrados
1140,C44.3,Sintomas no encontrados
1141,C44.4,Sintomas no encontrados
1142,C44.5,Sintomas no encontrados
1143,C44.6,Sintomas no encontrados
1144,C44.7,Sintomas no encontrados
1145,C44.8,Sintomas no encontrados
1146,C44.9,Sintomas no encontrados
1147,C45,"Shortness of breath, swollen abdomen, chest wall pain, cough, feeling tired, weight loss[1]"
1148,C45.0,Sintomas no encontrados
1149,C45.1,Sintomas no encontrados
1150,C45.2,Sintomas no encontrados
1151,C45.7,Sintomas no encontrados
1152,C45.9,Sintomas no encontrados
1153,C46,Purple colored skin lesions[4]
1154,C46.0,Sintomas no encontrados
1155,C46.1,Sintomas no encontrados
1156,C46.2,Sintomas no encontrados
1157,C46.3,Sintomas no encontrados
1158,C46.7,Sintomas no encontrados
1159,C46.8,Sintomas no encontrados
1160,C46.9,Sintomas no encontrados
1161,C47,Sintomas no encontrados
1162,C47.0,Sintomas no encontrados
1163,C47.1,Sintomas no encontrados
1164,C47.2,Sintomas no encontrados
1165,C47.3,Sintomas no encontrados
1166,C47.4,Sintomas no encontrados
1167,C47.5,Sintomas no encontrados
1168,C47.6,Sintomas no encontrados
1169,C47.8,Sintomas no encontrados
1170,C47.9,Sintomas no encontrados
1171,C48,Sintomas no encontrados
1172,C48.0,Sintomas no encontrados
1173,C48.1,Sintomas no encontrados
